gamma,lr,eps_decay,tau,batch_size,buffer_size,start_learning,train_steps_per_ep,hidden,energy_ratio,viol_pct,rmse_temp,raw_cost,kwh_real,kwh_algo,savings_pct,reward_mean_last10,eval_return,eval_cost_std,score_0_1
0.9,0.001,0.99,0.005,64,50000,200,1,256,0.8485666262117366,38.75,2.246097101446812,1.6235666262117363,562.4907386779784,474.16327607154847,15.14333737882634,-26.34863198100688,-20.379630893476623,0.11101911120553844,0.2330908927656989
0.95,0.0003,0.995,0.005,64,50000,200,1,256,0.8207813289317991,40.208333333333336,2.2909717179760527,1.6249479955984658,562.4907386779784,465.3776799011228,17.921867106820088,-27.39321121026423,-19.819445802338542,0.10507965316026853,0.23491553053580208
0.9,0.001,0.995,0.02,64,50000,200,1,256,0.8162508053004967,40.625,2.2292452637160283,1.6287508053004967,562.4907386779784,455.38962498188005,18.374919469950335,-27.42592148957322,-20.611198562946573,0.32951443426979676,0.23993862593772672
0.9,0.001,0.998,0.005,64,50000,200,1,256,0.8354734556961161,40.0,2.2952198318107513,1.635473455696116,562.4907386779784,466.7529184651374,16.452654430388396,-27.957304443784743,-20.147082319437473,0.12577585889915266,0.2488185113216701
0.9,0.0001,0.995,0.01,64,50000,200,1,256,0.5387298413377075,55.416666666666664,2.6038110231083604,1.647063174671041,562.4907386779784,304.85458916425694,46.12701586622925,-27.868866640503864,-19.527785633474615,0.33131013446566693,0.26412726160214156
0.95,0.0003,0.995,0.01,64,50000,200,1,256,0.5861137904575195,53.33333333333333,2.4975426441337083,1.6527804571241862,562.4907386779784,327.26937150716765,41.38862095424804,-27.586100231241073,-19.586808640991414,0.33976690642897395,0.2716791659707882
0.9,0.0001,0.995,0.005,64,50000,200,1,256,0.5548117321874875,55.20833333333333,2.6400690356513574,1.658978398854154,562.4907386779784,309.9248630285262,44.51882678125126,-27.49203927436891,-18.902449455815347,0.30763913187621317,0.2798659686363467
0.99,0.001,0.99,0.005,64,50000,200,1,256,1.0899635819397457,28.75,1.7870131264510682,1.6649635819397457,562.4907386779784,609.1350959539412,-8.99635819397459,-26.08293807689526,-22.87855669392591,0.25070380067502945,0.28777174041894665
0.95,0.0003,0.99,0.02,64,50000,200,1,256,1.0602553714492964,30.625,1.9295146675051265,1.6727553714492962,562.4907386779784,602.6174754405022,-6.025537144929616,-26.872757375799118,-21.647592216917168,0.13284365183463523,0.2980638415559786
0.9,0.001,0.99,0.01,64,50000,200,1,256,0.8042575943064888,43.958333333333336,2.31691886553293,1.6834242609731553,562.4907386779784,443.03644194841365,19.57424056935112,-27.39755815705657,-21.114546477429656,0.3422205513848476,0.3121562769156336
0.95,0.001,0.99,0.01,64,50000,200,1,256,0.9932405608352605,34.58333333333333,2.068002537548251,1.684907227501927,562.4907386779784,559.3807659983634,0.6759439164739603,-25.995177489393193,-21.58229533187277,0.10780903904851069,0.3141151133906492
0.9,0.0001,0.99,0.02,64,50000,200,1,256,1.1583971853329083,26.666666666666664,1.5361688910433886,1.6917305186662415,562.4907386779784,649.469772093296,-15.839718533290812,-26.78290909826341,-24.59327083432968,0.4783285584927507,0.32312793421498787
0.9,0.0001,0.998,0.005,64,50000,200,1,256,1.3584325693284829,16.666666666666664,1.27366513533334,1.6917659026618164,562.4907386779784,761.6726069235799,-35.8432569328483,-28.09487977909918,-23.540077485866284,0.23119296923621618,0.3231746726003925
0.99,0.001,0.99,0.01,64,50000,200,1,256,0.9133645815435146,38.958333333333336,2.1752567984828337,1.6925312482101813,562.4907386779784,506.6887933254243,8.663541845648547,-28.560544725598863,-21.503054845195983,0.10198970752612024,0.32418561030332893
0.95,0.0003,0.998,0.005,64,50000,200,1,256,0.7406291826946629,47.70833333333333,2.40293383492655,1.6947958493613295,562.4907386779784,412.15723589897135,25.937081730533713,-28.411856914072423,-21.045074491081355,0.33679413135683756,0.32717690056522425
0.99,0.0003,0.998,0.005,64,50000,200,1,256,0.9482427803049042,37.5,2.146184350389499,1.6982427803049043,562.4907386779784,532.7689348649977,5.175721969509575,-28.689212700499063,-21.438325274688527,0.10300378282119996,0.33172991907787175
0.99,0.0003,0.995,0.01,64,50000,200,1,256,1.3108531673167392,20.0,1.4265797507009488,1.710853167316739,562.4907386779784,743.9694765639304,-31.085316731673903,-27.77913781251066,-24.162080227425854,0.17929158391120192,0.34838686012380676
0.99,0.001,0.998,0.01,64,50000,200,1,256,1.0840652355216793,31.458333333333332,1.8940891655725551,1.7132319021883462,562.4907386779784,610.9001415348054,-8.406523552167949,-28.61926505244827,-22.666053140772895,0.1601347224395413,0.3515289085385845
